SaleDate,CustomerType,Area,Category,SaleAmount,SaleYear
07/30/17,Contractor,West,Appliances,1145.67,2017
07/30/17,Contractor,West,Materials,10.31,2017
07/30/17,Contractor,West,Materials,15.08,2017
07/31/17,Consumer,South,Materials,22.07,2017
07/31/17,Consumer,West,Materials,91.48,2017
07/31/17,Contractor,Mid-Town,Appliances,127.29,2017
07/31/17,Consumer,Mid-Town,Appliances,462.18,2017
07/31/17,Consumer,South,Materials,34.95,2017
07/31/17,Consumer,South,Materials,4.42,2017
07/31/17,Contractor,Mid-Town,Materials,2.92,2017
07/31/17,Consumer,East,Materials,60.33,2017
07/31/17,Consumer,Mid-Town,Materials,33.74,2017
07/31/17,Consumer,Mid-Town,Materials,137.95,2017
07/31/17,Consumer,Mid-Town,Tools,302.77,2017
07/31/17,Consumer,West,Tools,116.29,2017
08/01/17,Consumer,East,Materials,90.21,2017
08/01/17,Consumer,West,Materials,330.48,2017
08/01/17,Consumer,West,Materials,26.30,2017
08/01/17,Home Builder,East,Materials,76.90,2017
08/02/17,Home Builder,South,Materials,44.32,2017
08/02/17,Consumer,Mid-Town,Materials,37.00,2017
08/02/17,Consumer,East,Appliances,285.70,2017
08/02/17,Contractor,East,Materials,55.05,2017
08/02/17,Consumer,West,Materials,56.58,2017
08/02/17,Contractor,Mid-Town,Materials,17.73,2017
08/02/17,Contractor,Mid-Town,Materials,156.21,2017
08/02/17,Home Builder,East,Materials,12.12,2017
08/02/17,Home Builder,East,Materials,850.16,2017
08/02/17,Home Builder,East,Materials,11.25,2017
08/02/17,Consumer,West,Tools,37.70,2017
08/03/17,Consumer,Mid-Town,Materials,98.86,2017
08/03/17,Consumer,South,Appliances,272.01,2017
08/03/17,Contractor,Mid-Town,Appliances,1540.78,2017
08/03/17,Contractor,Mid-Town,Landscaping,36.65,2017
08/03/17,Contractor,West,Landscaping,55.44,2017
08/03/17,Consumer,West,Materials,186.64,2017
08/05/17,Consumer,Mid-Town,Materials,39.87,2017
08/05/17,Consumer,West,Materials,53.30,2017
08/05/17,Consumer,West,Materials,100.20,2017
08/05/17,Contractor,West,Materials,16.29,2017
08/05/17,Consumer,East,Materials,16.80,2017
08/05/17,Consumer,Mid-Town,Tools,196.21,2017
08/05/17,Consumer,West,Tools,123.98,2017
08/06/17,Contractor,West,Materials,8.30,2017
08/06/17,Contractor,West,Materials,8.88,2017
08/06/17,Contractor,Mid-Town,Materials,3.48,2017
08/07/17,Consumer,Mid-Town,Materials,79.99,2017
08/07/17,Contractor,South,Materials,13.90,2017
08/07/17,Home Builder,Mid-Town,Materials,151.30,2017
08/07/17,Consumer,Mid-Town,Materials,126.12,2017
08/07/17,Consumer,Mid-Town,Materials,133.32,2017
08/08/17,Home Builder,East,Appliances,866.20,2017
08/08/17,Contractor,Mid-Town,Materials,115.51,2017
08/08/17,Home Builder,East,Materials,24.85,2017
08/08/17,Home Builder,East,Materials,228.12,2017
08/08/17,Consumer,East,Materials,75.03,2017
08/08/17,Consumer,South,Tools,145.84,2017
08/08/17,Consumer,South,Tools,15.47,2017
08/09/17,Consumer,South,Materials,85.59,2017
08/09/17,Consumer,West,Appliances,167.96,2017
08/09/17,Consumer,Mid-Town,Materials,63.98,2017
08/09/17,Consumer,Mid-Town,Appliances,124.23,2017
08/09/17,Consumer,West,Appliances,708.14,2017
08/09/17,Consumer,West,Materials,55.86,2017
08/09/17,Consumer,East,Materials,11.73,2017
08/09/17,Consumer,East,Materials,104.88,2017
08/09/17,Consumer,West,Materials,13.97,2017
08/09/17,Consumer,West,Materials,254.33,2017
08/09/17,Consumer,Mid-Town,Materials,126.43,2017
08/09/17,Consumer,West,Electrical,12.16,2017
08/09/17,Consumer,West,Materials,31.46,2017
08/09/17,Consumer,West,Materials,24.63,2017
08/09/17,Consumer,West,Materials,1473.15,2017
08/09/17,Consumer,West,Tools,51.80,2017
08/09/17,Consumer,West,Tools,207.26,2017
08/12/17,Consumer,Mid-Town,Appliances,1454.70,2017
08/12/17,Consumer,Mid-Town,Landscaping,70.29,2017
08/12/17,Contractor,Mid-Town,Materials,177.53,2017
08/12/17,Consumer,Mid-Town,Landscaping,121.54,2017
08/13/17,Contractor,Mid-Town,Landscaping,155.12,2017
08/13/17,Contractor,Mid-Town,Materials,30.85,2017
08/13/17,Contractor,Mid-Town,Materials,9.83,2017
08/13/17,Contractor,Mid-Town,Materials,13.51,2017
08/13/17,Home Builder,South,Landscaping,477.61,2017
08/13/17,Home Builder,East,Materials,25.97,2017
08/14/17,Consumer,West,Appliances,308.99,2017
08/14/17,Consumer,West,Landscaping,247.48,2017
08/14/17,Consumer,West,Appliances,187.20,2017
08/14/17,Consumer,South,Materials,20.76,2017
08/14/17,Consumer,West,Materials,564.66,2017
08/14/17,Contractor,East,Materials,18.40,2017
08/14/17,Contractor,East,Materials,219.95,2017
08/14/17,Consumer,West,Materials,192.18,2017
08/14/17,Consumer,West,Materials,48.61,2017
08/14/17,Consumer,West,Materials,101.71,2017
08/14/17,Consumer,West,Tools,58.76,2017
08/14/17,Contractor,East,Tools,1780.11,2017
08/15/17,Consumer,South,Materials,1.84,2017
08/15/17,Consumer,West,Materials,32.07,2017
08/15/17,Consumer,West,Materials,87.14,2017
08/15/17,Consumer,West,Materials,63.69,2017
08/15/17,Consumer,West,Materials,32.24,2017
08/15/17,Contractor,East,Materials,17.59,2017
08/15/17,Contractor,West,Materials,38.55,2017
08/15/17,Consumer,South,Materials,272.26,2017
08/15/17,Consumer,South,Materials,1614.70,2017
08/15/17,Consumer,South,Materials,24.60,2017
08/15/17,Consumer,South,Materials,15.09,2017
08/15/17,Consumer,South,Tools,32.19,2017
08/15/17,Consumer,South,Tools,423.75,2017
08/16/17,Consumer,West,Materials,5.83,2017
08/16/17,Consumer,West,Materials,16.73,2017
08/16/17,Consumer,West,Tools,418.40,2017
08/17/17,Consumer,East,Materials,97.94,2017
08/17/17,Contractor,East,Materials,1801.89,2017
08/17/17,Contractor,Mid-Town,Materials,50.90,2017
08/18/17,Consumer,South,Materials,13.55,2017
08/18/17,Consumer,South,Materials,67.42,2017
08/19/17,Home Builder,South,Appliances,100.12,2017
08/19/17,Contractor,West,Materials,77.01,2017
08/19/17,Contractor,East,Landscaping,913.84,2017
08/19/17,Home Builder,South,Materials,102.95,2017
08/19/17,Home Builder,Mid-Town,Materials,5.94,2017
08/19/17,Home Builder,Mid-Town,Materials,8.10,2017
08/19/17,Home Builder,Mid-Town,Materials,39.10,2017
08/19/17,Contractor,West,Materials,24.29,2017
08/19/17,Contractor,West,Materials,8.90,2017
08/19/17,Contractor,West,Materials,14.89,2017
08/19/17,Contractor,West,Materials,2543.47,2017
08/19/17,Contractor,West,Landscaping,567.60,2017
08/19/17,Contractor,West,Materials,221.27,2017
08/19/17,Contractor,East,Tools,481.07,2017
08/19/17,Home Builder,Mid-Town,Tools,78.32,2017
08/19/17,Home Builder,Mid-Town,Tools,16.99,2017
08/19/17,Consumer,East,Tools,4636.98,2017
08/20/17,Contractor,East,Materials,37.96,2017
08/20/17,Contractor,West,Appliances,844.00,2017
08/20/17,Contractor,West,Appliances,1496.23,2017
08/20/17,Consumer,East,Materials,24.11,2017
08/20/17,Contractor,East,Materials,107.49,2017
08/20/17,Consumer,Mid-Town,Materials,200.32,2017
08/20/17,Consumer,Mid-Town,Materials,21.59,2017
08/20/17,Consumer,Mid-Town,Materials,7.07,2017
08/20/17,Home Builder,West,Materials,326.33,2017
08/20/17,Contractor,West,Materials,2793.58,2017
08/20/17,Contractor,West,Materials,1000.10,2017
08/20/17,Consumer,East,Materials,9.96,2017
08/20/17,Consumer,East,Materials,10.80,2017
08/20/17,Contractor,East,Tools,40.81,2017
08/20/17,Contractor,East,Tools,10.04,2017
08/20/17,Contractor,East,Tools,88.10,2017
08/20/17,Contractor,West,Tools,65.99,2017
08/21/17,Contractor,East,Materials,391.87,2017
08/21/17,Consumer,Mid-Town,Materials,2.32,2017
08/21/17,Consumer,East,Materials,19.65,2017
08/21/17,Consumer,West,Materials,102.82,2017
08/22/17,Contractor,West,Appliances,108.21,2017
08/22/17,Home Builder,South,Materials,37.04,2017
08/22/17,Consumer,West,Materials,239.36,2017
08/22/17,Contractor,East,Materials,42.30,2017
08/22/17,Contractor,West,Materials,17.48,2017
08/22/17,Contractor,West,Materials,226.77,2017
08/22/17,Consumer,West,Materials,25.99,2017
08/23/17,Consumer,West,Landscaping,432.02,2017
08/23/17,Contractor,West,Materials,33.44,2017
08/23/17,Consumer,Mid-Town,Materials,36.05,2017
08/23/17,Consumer,Mid-Town,Materials,37.26,2017
08/23/17,Consumer,Mid-Town,Materials,15.59,2017
08/23/17,Consumer,West,Electrical,17.20,2017
08/23/17,Consumer,West,Materials,117.16,2017
08/23/17,Consumer,West,Materials,207.59,2017
08/23/17,Consumer,West,Materials,53.82,2017
08/23/17,Home Builder,East,Materials,288.50,2017
08/23/17,Contractor,West,Materials,89.75,2017
08/23/17,Contractor,West,Materials,572.86,2017
08/23/17,Consumer,East,Materials,33.37,2017
08/23/17,Consumer,East,Materials,4606.94,2017
08/23/17,Consumer,West,Materials,237.34,2017
08/23/17,Consumer,West,Materials,6.79,2017
08/23/17,Consumer,South,Tools,875.06,2017
08/23/17,Consumer,West,Tools,130.15,2017
08/23/17,Consumer,West,Tools,585.79,2017
08/23/17,Home Builder,East,Tools,26.92,2017
08/23/17,Home Builder,East,Tools,92.84,2017
08/23/17,Contractor,West,Tools,388.82,2017
08/23/17,Consumer,West,Tools,22.96,2017
08/24/17,Consumer,West,Tools,210.06,2017
08/24/17,Home Builder,East,Tools,314.74,2017
08/25/17,Consumer,South,Appliances,4367.97,2017
08/25/17,Consumer,South,Materials,49.62,2017
08/25/17,Consumer,South,Materials,161.46,2017
08/25/17,Consumer,South,Materials,8.95,2017
08/25/17,Consumer,South,Tools,2.83,2017
08/26/17,Contractor,East,Materials,26.40,2017
08/26/17,Contractor,East,Materials,3.89,2017
08/26/17,Consumer,East,Materials,646.37,2017
08/26/17,Consumer,East,Materials,10.44,2017
08/27/17,Consumer,South,Materials,201.77,2017
08/27/17,Consumer,South,Materials,10.12,2017
08/27/17,Consumer,South,Materials,3.66,2017
08/27/17,Consumer,East,Materials,27.49,2017
08/27/17,Consumer,East,Tools,134.91,2017
08/28/17,Home Builder,South,Materials,72.26,2017
08/28/17,Home Builder,Mid-Town,Materials,55.33,2017
08/28/17,Consumer,Mid-Town,Tools,65.61,2017
08/29/17,Home Builder,East,Landscaping,348.20,2017
08/29/17,Contractor,West,Appliances,880.26,2017
08/29/17,Contractor,East,Appliances,1120.13,2017
08/29/17,Home Builder,East,Materials,63.89,2017
08/29/17,Home Builder,East,Materials,38.12,2017
08/29/17,Consumer,Mid-Town,Materials,6.19,2017
08/29/17,Contractor,South,Materials,3.14,2017
08/29/17,Contractor,West,Materials,322.04,2017
08/29/17,Contractor,West,Materials,28.66,2017
08/29/17,Contractor,West,Materials,116.61,2017
08/29/17,Contractor,West,Materials,841.67,2017
08/29/17,Contractor,West,Materials,354.97,2017
08/29/17,Consumer,South,Electrical,5.20,2017
08/29/17,Consumer,South,Materials,15.34,2017
08/29/17,Contractor,East,Materials,12.88,2017
08/29/17,Contractor,East,Tools,1488.52,2017
08/29/17,Contractor,West,Tools,198.67,2017
08/29/17,Contractor,West,Tools,230.49,2017
08/29/17,Consumer,West,Tools,120.81,2017
08/30/17,Home Builder,West,Materials,35.22,2017
08/30/17,Home Builder,West,Materials,99.73,2017
08/30/17,Home Builder,West,Materials,5.79,2017
08/30/17,Consumer,Mid-Town,Materials,25.36,2017
08/30/17,Consumer,Mid-Town,Materials,27.25,2017
08/30/17,Home Builder,Mid-Town,Materials,22.25,2017
08/30/17,Home Builder,Mid-Town,Materials,95.26,2017
08/30/17,Home Builder,West,Tools,1137.83,2017
08/31/17,Contractor,Mid-Town,Materials,49.25,2017
08/31/17,Contractor,Mid-Town,Materials,29.36,2017
08/31/17,Contractor,Mid-Town,Materials,3.37,2017
08/31/17,Contractor,East,Materials,9.46,2017
08/31/17,Contractor,West,Tools,155.42,2017
09/02/17,Home Builder,West,Appliances,689.64,2017
09/02/17,Consumer,South,Appliances,660.11,2017
09/02/17,Consumer,West,Materials,10.98,2017
09/02/17,Consumer,West,Materials,8.59,2017
09/02/17,Consumer,South,Materials,229.61,2017
09/02/17,Consumer,Mid-Town,Materials,638.96,2017
09/02/17,Home Builder,West,Materials,6.72,2017
09/02/17,Contractor,West,Materials,151.23,2017
09/02/17,Home Builder,West,Materials,6.46,2017
09/02/17,Consumer,West,Materials,194.23,2017
09/02/17,Contractor,West,Tools,609.44,2017
09/03/17,Consumer,West,Materials,20.99,2017
09/03/17,Consumer,West,Materials,23.13,2017
09/03/17,Home Builder,West,Materials,7.79,2017
09/03/17,Contractor,West,Landscaping,336.62,2017
09/03/17,Consumer,East,Landscaping,115.11,2017
09/03/17,Consumer,Mid-Town,Tools,498.31,2017
09/03/17,Contractor,West,Tools,294.90,2017
09/04/17,Home Builder,Mid-Town,Landscaping,1211.80,2017
09/04/17,Home Builder,Mid-Town,Appliances,2025.22,2017
09/04/17,Contractor,East,Appliances,211.83,2017
09/04/17,Contractor,East,Landscaping,249.90,2017
09/04/17,Contractor,East,Appliances,168.18,2017
09/04/17,Consumer,West,Appliances,201.91,2017
09/04/17,Consumer,Mid-Town,Materials,40.92,2017
09/04/17,Home Builder,Mid-Town,Materials,352.59,2017
09/04/17,Consumer,East,Landscaping,12.40,2017
09/04/17,Consumer,West,Materials,6.59,2017
09/04/17,Contractor,East,Landscaping,24.26,2017
09/04/17,Contractor,East,Materials,13.19,2017
09/04/17,Contractor,East,Materials,26.55,2017
09/04/17,Contractor,East,Materials,19.66,2017
09/04/17,Contractor,East,Electrical,4.97,2017
09/04/17,Contractor,East,Materials,17.17,2017
09/04/17,Consumer,West,Landscaping,9.66,2017
09/04/17,Consumer,West,Materials,74.21,2017
09/04/17,Consumer,East,Materials,11.12,2017
09/04/17,Consumer,East,Materials,83.12,2017
09/04/17,Consumer,East,Materials,157.10,2017
09/04/17,Contractor,Mid-Town,Electrical,16.80,2017
09/04/17,Contractor,Mid-Town,Landscaping,5.80,2017
09/04/17,Contractor,Mid-Town,Materials,236.16,2017
09/04/17,Consumer,West,Materials,18.84,2017
09/04/17,Consumer,South,Materials,1593.72,2017
09/04/17,Consumer,West,Materials,12.28,2017
09/04/17,Home Builder,West,Materials,43.15,2017
09/04/17,Home Builder,West,Materials,147.97,2017
09/04/17,Contractor,East,Tools,15.52,2017
09/04/17,Contractor,East,Tools,11.75,2017
09/04/17,Contractor,East,Tools,254.77,2017
09/04/17,Contractor,East,Landscaping,1372.18,2017
09/04/17,Consumer,West,Tools,236.81,2017
09/04/17,Home Builder,West,Tools,216.05,2017
09/04/17,Home Builder,West,Tools,511.58,2017
09/05/17,Home Builder,West,Appliances,285.02,2017
09/05/17,Contractor,Mid-Town,Appliances,101.01,2017
09/05/17,Consumer,Mid-Town,Materials,42.74,2017
09/05/17,Consumer,South,Materials,24.69,2017
09/05/17,Contractor,West,Materials,6.17,2017
09/05/17,Home Builder,West,Materials,82.64,2017
09/05/17,Home Builder,East,Materials,448.76,2017
09/05/17,Home Builder,East,Materials,5.62,2017
09/05/17,Contractor,Mid-Town,Materials,9.14,2017
09/05/17,Home Builder,East,Tools,94.43,2017
09/05/17,Home Builder,East,Tools,194.49,2017
09/05/17,Consumer,West,Tools,239.69,2017
09/05/17,Consumer,Mid-Town,Tools,110.57,2017
09/06/17,Consumer,East,Materials,92.01,2017
09/06/17,Home Builder,West,Materials,46.20,2017
09/06/17,Consumer,West,Materials,5.62,2017
09/06/17,Consumer,East,Materials,19.06,2017
09/06/17,Consumer,Mid-Town,Materials,10.26,2017
09/06/17,Consumer,Mid-Town,Materials,16.83,2017
09/06/17,Consumer,Mid-Town,Materials,13.20,2017
09/06/17,Home Builder,West,Materials,13.48,2017
09/06/17,Contractor,Mid-Town,Materials,17.99,2017
09/06/17,Contractor,Mid-Town,Materials,7.12,2017
09/06/17,Consumer,East,Materials,8.83,2017
09/06/17,Consumer,East,Materials,25.82,2017
09/06/17,Consumer,East,Materials,4.59,2017
09/06/17,Consumer,East,Materials,11.73,2017
09/06/17,Consumer,West,Materials,522.14,2017
09/06/17,Consumer,West,Materials,228.74,2017
09/06/17,Contractor,West,Materials,54.42,2017
09/06/17,Consumer,West,Materials,13.42,2017
09/06/17,Consumer,East,Materials,14.94,2017
09/06/17,Consumer,West,Materials,421.31,2017
09/06/17,Consumer,South,Materials,11.09,2017
09/06/17,Home Builder,Mid-Town,Materials,30.62,2017
09/06/17,Contractor,West,Materials,12.07,2017
09/06/17,Contractor,West,Materials,91.60,2017
09/06/17,Contractor,West,Tools,1322.61,2017
09/06/17,Contractor,Mid-Town,Landscaping,825.22,2017
09/06/17,Consumer,West,Tools,1478.32,2017
09/06/17,Consumer,South,Tools,101.07,2017
09/07/17,Consumer,South,Materials,94.05,2017
09/07/17,Home Builder,West,Materials,2.97,2017
09/07/17,Home Builder,South,Materials,147.39,2017
09/07/17,Consumer,South,Materials,72.17,2017
09/07/17,Consumer,South,Materials,15.79,2017
09/09/17,Consumer,West,Appliances,280.17,2017
09/09/17,Consumer,Mid-Town,Materials,13.50,2017
09/09/17,Consumer,West,Appliances,126.80,2017
09/09/17,Consumer,Mid-Town,Appliances,121.47,2017
09/09/17,Consumer,West,Appliances,455.76,2017
09/09/17,Consumer,West,Materials,37.73,2017
09/09/17,Contractor,East,Materials,511.55,2017
09/09/17,Home Builder,Mid-Town,Materials,73.24,2017
09/09/17,Home Builder,Mid-Town,Materials,1578.06,2017
09/09/17,Home Builder,West,Materials,7.88,2017
09/09/17,Consumer,East,Materials,29.45,2017
09/09/17,Consumer,East,Materials,15.67,2017
09/09/17,Consumer,East,Materials,5.24,2017
09/09/17,Contractor,South,Materials,81.80,2017
09/09/17,Consumer,West,Materials,26.21,2017
09/09/17,Consumer,East,Materials,17.18,2017
09/09/17,Consumer,East,Materials,40.22,2017
09/09/17,Consumer,West,Tools,50.34,2017
09/09/17,Consumer,West,Tools,25.37,2017
09/09/17,Consumer,West,Tools,19.83,2017
09/09/17,Consumer,Mid-Town,Tools,136.65,2017
09/09/17,Consumer,West,Tools,169.65,2017
09/09/17,Consumer,West,Tools,81.04,2017
09/10/17,Consumer,East,Appliances,271.45,2017
09/10/17,Contractor,East,Materials,9.12,2017
09/10/17,Contractor,East,Electrical,116.88,2017
09/10/17,Contractor,Mid-Town,Materials,85.41,2017
09/10/17,Contractor,Mid-Town,Appliances,332.78,2017
09/10/17,Home Builder,South,Appliances,158.48,2017
09/10/17,Contractor,Mid-Town,Materials,42.83,2017
09/10/17,Contractor,Mid-Town,Materials,49.13,2017
09/10/17,Contractor,Mid-Town,Materials,21.77,2017
09/10/17,Home Builder,South,Materials,62.01,2017
09/10/17,Contractor,East,Materials,68.38,2017
09/10/17,Consumer,Mid-Town,Landscaping,819.22,2017
09/10/17,Contractor,Mid-Town,Tools,21.40,2017
09/10/17,Contractor,Mid-Town,Tools,213.64,2017
09/11/17,Contractor,East,Materials,96.09,2017
09/11/17,Contractor,East,Appliances,258.98,2017
09/11/17,Contractor,East,Appliances,1932.22,2017
09/11/17,Contractor,West,Appliances,160.17,2017
09/11/17,Contractor,East,Materials,3.19,2017
09/11/17,Contractor,East,Materials,4.71,2017
09/11/17,Contractor,East,Materials,4.91,2017
09/11/17,Contractor,South,Materials,628.89,2017
09/11/17,Contractor,South,Materials,56.50,2017
09/11/17,Consumer,South,Materials,9.45,2017
09/11/17,Consumer,South,Materials,179.31,2017
09/11/17,Consumer,South,Materials,271.40,2017
09/11/17,Consumer,Mid-Town,Materials,17.55,2017
09/11/17,Consumer,West,Materials,6.39,2017
09/11/17,Consumer,West,Materials,6.64,2017
09/11/17,Consumer,West,Materials,47.75,2017
09/11/17,Contractor,West,Materials,100.87,2017
09/11/17,Contractor,Mid-Town,Materials,10.35,2017
09/11/17,Consumer,East,Materials,27.22,2017
09/11/17,Contractor,West,Materials,32.66,2017
09/11/17,Contractor,West,Materials,11.39,2017
09/11/17,Consumer,East,Materials,17.94,2017
09/11/17,Consumer,East,Materials,5.01,2017
09/11/17,Consumer,East,Materials,6.28,2017
09/11/17,Contractor,East,Tools,142.79,2017
09/11/17,Contractor,East,Tools,17.14,2017
09/11/17,Consumer,South,Tools,14.35,2017
09/11/17,Consumer,West,Tools,243.97,2017
09/11/17,Consumer,East,Tools,66.32,2017
09/12/17,Contractor,Mid-Town,Appliances,147.25,2017
09/12/17,Consumer,Mid-Town,Appliances,296.87,2017
09/12/17,Consumer,Mid-Town,Appliances,115.06,2017
09/12/17,Consumer,East,Materials,37.30,2017
09/12/17,Consumer,East,Appliances,260.11,2017
09/12/17,Contractor,West,Electrical,7.39,2017
09/12/17,Consumer,Mid-Town,Materials,16.43,2017
09/12/17,Consumer,Mid-Town,Materials,35.01,2017
09/12/17,Consumer,Mid-Town,Materials,14.26,2017
09/12/17,Consumer,Mid-Town,Materials,26.64,2017
09/12/17,Consumer,Mid-Town,Landscaping,289.15,2017
09/12/17,Consumer,Mid-Town,Materials,25.39,2017
09/12/17,Home Builder,Mid-Town,Materials,785.47,2017
09/12/17,Consumer,East,Materials,19.14,2017
09/12/17,Contractor,East,Materials,15.00,2017
09/12/17,Contractor,East,Materials,85.27,2017
09/12/17,Consumer,South,Materials,2.97,2017
09/12/17,Contractor,West,Tools,362.59,2017
09/13/17,Consumer,West,Materials,80.17,2017
09/13/17,Contractor,West,Appliances,144.21,2017
09/13/17,Home Builder,South,Materials,184.71,2017
09/13/17,Home Builder,West,Materials,13.17,2017
09/13/17,Home Builder,West,Materials,22.42,2017
09/13/17,Consumer,Mid-Town,Materials,10.77,2017
09/13/17,Consumer,Mid-Town,Materials,20.75,2017
09/13/17,Consumer,West,Materials,406.81,2017
09/13/17,Consumer,West,Materials,20.80,2017
09/13/17,Consumer,West,Materials,71.99,2017
09/13/17,Consumer,West,Materials,1545.56,2017
09/13/17,Consumer,Mid-Town,Materials,10.79,2017
09/13/17,Consumer,Mid-Town,Materials,1.80,2017
09/13/17,Contractor,West,Materials,19.65,2017
09/13/17,Consumer,South,Materials,72.65,2017
09/13/17,Consumer,South,Materials,203.51,2017
09/13/17,Consumer,South,Materials,15.19,2017
09/13/17,Consumer,South,Tools,34.71,2017
09/13/17,Home Builder,West,Tools,2054.48,2017
09/13/17,Consumer,West,Tools,32.62,2017
09/13/17,Consumer,West,Tools,184.67,2017
09/13/17,Consumer,Mid-Town,Tools,512.40,2017
09/14/17,Consumer,East,Materials,40.11,2017
09/14/17,Consumer,East,Materials,90.91,2017
09/14/17,Consumer,East,Materials,95.08,2017
09/14/17,Contractor,East,Materials,46.27,2017
09/14/17,Contractor,East,Materials,47.61,2017
09/14/17,Consumer,West,Materials,173.10,2017
09/14/17,Consumer,West,Tools,8.57,2017
09/15/17,Consumer,South,Materials,16.02,2017
09/16/17,Consumer,East,Materials,12.80,2017
09/16/17,Consumer,East,Appliances,241.22,2017
09/16/17,Home Builder,East,Appliances,1080.06,2017
09/16/17,Contractor,East,Appliances,958.66,2017
09/16/17,Consumer,Mid-Town,Landscaping,19.31,2017
09/16/17,Consumer,East,Materials,74.50,2017
09/16/17,Consumer,West,Electrical,59.54,2017
09/16/17,Consumer,East,Materials,4.14,2017
09/16/17,Consumer,East,Materials,18.41,2017
09/16/17,Contractor,South,Materials,942.83,2017
09/16/17,Contractor,South,Materials,74.43,2017
09/16/17,Home Builder,East,Materials,71.22,2017
09/16/17,Home Builder,East,Materials,30.16,2017
09/16/17,Consumer,East,Materials,8.77,2017
09/16/17,Consumer,East,Materials,11.68,2017
09/16/17,Consumer,East,Tools,113.70,2017
09/16/17,Consumer,East,Tools,128.01,2017
09/16/17,Home Builder,East,Tools,589.53,2017
09/17/17,Consumer,Mid-Town,Appliances,324.03,2017
09/17/17,Consumer,East,Materials,40.01,2017
09/17/17,Consumer,West,Appliances,384.33,2017
09/17/17,Contractor,East,Appliances,403.86,2017
09/17/17,Home Builder,East,Materials,60.26,2017
09/17/17,Contractor,Mid-Town,Materials,31.92,2017
09/17/17,Consumer,East,Materials,16.61,2017
09/17/17,Consumer,East,Materials,259.45,2017
09/17/17,Consumer,West,Materials,2404.64,2017
09/17/17,Consumer,South,Materials,170.52,2017
09/17/17,Consumer,West,Materials,100.29,2017
09/17/17,Consumer,West,Materials,114.41,2017
09/17/17,Consumer,West,Materials,2.90,2017
09/17/17,Contractor,East,Materials,85.24,2017
09/17/17,Consumer,Mid-Town,Materials,32.70,2017
09/17/17,Consumer,West,Materials,12.66,2017
09/17/17,Home Builder,East,Materials,38.74,2017
09/17/17,Consumer,West,Materials,295.16,2017
09/17/17,Home Builder,East,Tools,36.98,2017
09/17/17,Consumer,East,Tools,814.26,2017
09/17/17,Consumer,West,Tools,197.68,2017
09/17/17,Consumer,West,Tools,227.09,2017
09/17/17,Consumer,West,Tools,566.99,2017
09/17/17,Contractor,East,Tools,48.82,2017
09/17/17,Contractor,East,Tools,512.98,2017
09/17/17,Home Builder,West,Tools,321.97,2017
09/18/17,Consumer,Mid-Town,Materials,56.22,2017
09/18/17,Consumer,East,Materials,72.21,2017
09/18/17,Consumer,East,Materials,49.90,2017
09/18/17,Home Builder,South,Materials,18.28,2017
09/18/17,Contractor,West,Materials,9.10,2017
09/18/17,Contractor,West,Landscaping,6.24,2017
09/18/17,Consumer,Mid-Town,Materials,17.62,2017
09/18/17,Home Builder,East,Materials,20.97,2017
09/18/17,Consumer,East,Materials,3.46,2017
09/18/17,Consumer,East,Materials,548.96,2017
09/18/17,Consumer,East,Materials,20.78,2017
09/18/17,Contractor,West,Materials,18.08,2017
09/18/17,Consumer,East,Electrical,23.19,2017
09/19/17,Home Builder,Mid-Town,Appliances,1444.08,2017
09/19/17,Consumer,East,Appliances,480.21,2017
09/19/17,Consumer,West,Materials,90.04,2017
09/19/17,Consumer,West,Materials,13.61,2017
09/19/17,Home Builder,South,Materials,106.34,2017
09/19/17,Contractor,West,Materials,10.99,2017
09/19/17,Contractor,West,Materials,11.90,2017
09/19/17,Contractor,West,Materials,165.16,2017
09/19/17,Contractor,West,Materials,25.79,2017
09/19/17,Contractor,West,Materials,262.07,2017
09/19/17,Contractor,West,Materials,14.50,2017
09/19/17,Home Builder,Mid-Town,Materials,10.14,2017
09/19/17,Home Builder,Mid-Town,Materials,5.82,2017
09/19/17,Consumer,East,Materials,35.41,2017
09/19/17,Home Builder,South,Tools,745.64,2017
09/19/17,Contractor,West,Tools,1293.20,2017
09/19/17,Home Builder,Mid-Town,Tools,327.98,2017
09/20/17,Consumer,West,Appliances,105.39,2017
09/20/17,Contractor,South,Materials,99.51,2017
09/20/17,Contractor,South,Appliances,412.03,2017
09/20/17,Contractor,West,Materials,8.87,2017
09/20/17,Contractor,West,Materials,11.09,2017
09/20/17,Contractor,West,Materials,148.01,2017
09/20/17,Contractor,Mid-Town,Materials,23.00,2017
09/20/17,Consumer,Mid-Town,Materials,9.01,2017
09/20/17,Consumer,Mid-Town,Materials,47.63,2017
09/20/17,Contractor,East,Materials,19.56,2017
09/20/17,Consumer,Mid-Town,Materials,16.60,2017
09/20/17,Consumer,West,Materials,10.79,2017
09/20/17,Contractor,South,Materials,54.53,2017
09/20/17,Contractor,South,Materials,115.08,2017
09/20/17,Contractor,South,Materials,27.22,2017
09/20/17,Contractor,South,Materials,34.71,2017
09/20/17,Contractor,South,Materials,251.89,2017
09/20/17,Home Builder,Mid-Town,Materials,116.00,2017
09/20/17,Contractor,East,Tools,10.51,2017
09/20/17,Contractor,South,Tools,20.53,2017
09/21/17,Contractor,West,Appliances,192.10,2017
09/21/17,Contractor,West,Appliances,150.16,2017
